NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,WEBSITE
PARISIAN BEAUTY SCHOOL,362 STATE ST,HACKENSACK,NJ,07601,(201) 487-2203 EXT 110,500,BERGEN,34003,USA,40.889768583000034,-74.04134866799996,paulmitchell.edu/hackensack/
ALL-STATE CAREER SCHOOL,50 WEST POWHATTAN AVENUE,ESSINGTON,PA,19029,(610) 362-1124,927,DELAWARE,42045,USA,39.866040833000056,-75.30300992099995,www.allstatecareer.edu/
BRYAN COLLEGE-DAYTON,721 BRYAN DRIVE,DAYTON,TN,37321,(423) 775-2041,1793,RHEA,47143,USA,35.49781485200003,-84.99845743299994,www.bryan.edu/
BIG BEND COMMUNITY COLLEGE,7662 CHANUTE ST NE,MOSES LAKE,WA,98837,(509) 793-2222,2162,GRANT,53025,USA,47.18540560500003,-119.32747929199996,https://www.bigbend.edu/
WINSTON-SALEM STATE UNIVERSITY,601 MARTIN LUTHER KING JR DR,WINSTON-SALEM,NC,27110,(336) 750-2000,6120,FORSYTH,37067,USA,36.08707916800006,-80.22481933999995,www.wssu.edu/
UNIVERSITY OF SAINT KATHERINE,1637 CAPALINA ROAD,SAN MARCOS,CA,92069,(760) 471-1316,318,SAN DIEGO,06073,USA,33.15126199400004,-117.19657312399994,www.usk.edu/
LYNNES WELDING TRAINING-BISMARCK,4329 CENTURION DRIVE UNIT 9,BISMARCK,ND,58504,(701) 893-2295,17,BURLEIGH,38015,USA,46.756353,-100.754736,learntoweld.com/
FORTIS INSTITUTE-COOKEVILLE,1025 HIGHWAY 111,COOKEVILLE,TN,38501,(931) 526-3660,340,PUTNAM,47141,USA,36.143291,-85.478765,www.fortis.edu/
MAINE MEDIA COLLEGE,70 CAMDEN STREET,ROCKPORT,ME,04856,(207) 236-8581,57,KNOX,23013,USA,44.19387184900006,-69.07721898799997,https://www.mainemedia.edu/college/
MIXED INSTITUTE OF COSMETOLOGY & BARBER,5950 FLORIN ROAD SUITE 103,SACRAMENTO,CA,95823,(916) 421-5950,95,SACRAMENTO,06067,USA,38.495666062000055,-121.43581832399997,www.mix-ed.com
LIL LOU'S BEAUTY AND BARBER COLLEGE-HAMMOND,5625 HOHMAN AVENUE,HAMMOND,IN,46320,(219) 884-9954,14,LAKE,18089,USA,41.611378183000056,-87.52169002099998,www.lillousbeautyandbarbercollege.com
KC BEAUTY ACADEMY,706 EAST 1ST STREET,LOS ANGELES,CA,90012,(213) 253-9999,26,LOS ANGELES,06037,USA,34.04844904300006,-118.23594846399999,www.kcbeautyacademy.com
DAVENPORT UNIVERSITY - DETROIT,3031 WEST GRAND BOULEVARD SUITE 136,DETROIT,MI,48202,NOT AVAILABLE,-999,WAYNE,26163,USA,42.37005028900006,-83.07618375799996,NOT AVAILABLE
MICHIGAN CAREER AND TECHNICAL INSTITUTE,11611 WEST PINE LAKE ROAD,PLAINWELL,MI,49080,(269) 664-4461,182,BARRY,26015,USA,42.50805842900007,-85.52071071799998,www.michigan.gov/MCTI
STRAYER UNIVERSITY-DELAWARE,800 NORTH KING STREET SUITE 101,WILMINGTON,DE,19801,(877) 455-7180,394,NEW CASTLE,10003,USA,39.68612671100004,-75.66009323499998,www.strayer.edu/campus-locations/delaware/wilmington
ARIZONA COLLEGE OF NURSING-LAS VEGAS,2320 SOUTH RANCHO DRIVE,LAS VEGAS,NV,89102,(855) 706-8382,817,CLARK,32003,USA,36.1456,-115.171331,https://www.arizonacollege.edu/
CALIFORNIA JAZZ CONSERVATORY,2087 ADDISON STREET,BERKELEY,CA,94704,(510) 845-5373,88,ALAMEDA,06001,USA,37.87129440900003,-122.26867145699998,www.cjc.edu/
ERIC FISHER ACADEMY,6727 W CENTRAL,WICHITA,KS,67212,(316) 440-5555,207,SEDGWICK,20173,USA,37.69365193500005,-97.42266308199999,www.ericfisheracademy.com/
EASTERN COLLEGE OF HEALTH VOCATIONS-NEW ORLEANS,201 EVANS RD. BLDG 400,NEW ORLEANS,LA,70123,(504) 736-0654,52,JEFFERSON,22051,USA,29.94421783000007,-90.18198957199996,www.easterncollege.edu./
PALM BEACH STATE COLLEGE,4200 CONGRESS AVE,LAKE WORTH,FL,33461,(561) 967-7222,28781,PALM BEACH,12099,USA,26.613213752000036,-80.08710435999996,www.palmbeachstate.edu/
UNIVERSITY OF IDAHO,875 PERIMETER DRIVE MS 2282,MOSCOW,ID,83844,(888) 884-3246,13185,LATAH,16057,USA,46.726893774000075,-117.02429615199998,www.uidaho.edu/
CRAVEN COMMUNITY COLLEGE,800 COLLEGE CT,NEW BERN,NC,28562,(252) 638-7200,3143,CRAVEN,37049,USA,35.111515989000054,-77.10223191699998,www.cravencc.edu/
SCHOOLCRAFT COLLEGE,18600 HAGGERTY ROAD,LIVONIA,MI,48152,(734) 462-4400,8930,WAYNE,26163,USA,42.41927867000004,-83.43095801299995,www.schoolcraft.edu/
BALTIMORE CITY COMMUNITY COLLEGE,2901 LIBERTY HEIGHTS AVENUE,BALTIMORE,MD,21215,(410) 462-8300,4785,BALTIMORE CITY,24510,USA,39.31997761800005,-76.66287832899997,www.bccc.edu/
CLOYD'S BEAUTY SCHOOL 1 INC,603 NATCHITOCHES ST,WEST MONROE,LA,71291,(318) 376-9133,49,OUACHITA,22073,USA,32.49997622600006,-92.12650639399999,cloydsbeautyschool.com/
DIAMONDS COSMETOLOGY COLLEGE,3321 LOY LAKE RD,SHERMAN,TX,75090,(903) 891-0758 EXT 51277,64,GRAYSON,48181,USA,33.673442,-96.606125,www.diamondscosmetology.com/
REMINGTON COLLEGE-DALLAS CAMPUS,1800 EASTGATE DR,GARLAND,TX,75041,(972) 686-7878,694,DALLAS,48113,USA,32.86060043300006,-96.65411246499997,www.remingtoncollege.edu/dallas-texas-career-schools-overview
SOUTHERN ILLINOIS UNIVERSITY-EDWARDSVILLE,IL STATE RTE 157,EDWARDSVILLE,IL,62026,(888) 328-5168,15303,MADISON,17119,USA,38.793949,-89.997779,www.siue.edu/
SAE INSTITUTE OF TECHNOLOGY-MIAMI,16051 W. DIXIE HIGHWAY,NORTH MIAMI BEACH,FL,33160,(954) 415-0901,84,MIAMI-DADE,12086,USA,25.923902431000045,-80.15549172599998,usa.sae.edu/campuses/miami/
AUSTIN PEAY STATE UNIVERSITY,601 COLLEGE ST,CLARKSVILLE,TN,37044,(931) 221-7011,11626,MONTGOMERY,47125,USA,36.53331930200005,-87.35408072299998,www.apsu.edu/
COLORADO STATE UNIVERSITY-GLOBAL CAMPUS,585 SALIDA WAY,AURORA,CO,80011,(800) 920-6723,13341,ARAPAHOE,08005,USA,39.724793,-104.78675,https://csuglobal.edu/
HOPKINSVILLE COMMUNITY COLLEGE,720 NORTH DR.,HOPKINSVILLE,KY,42240,(270) 707-3700,2286,CHRISTIAN,21047,USA,36.88266946400006,-87.48831567599996,https://hopkinsville.kctcs.edu/index.aspx
ST. JOHN'S UNIVERSITY-NEW YORK,8000 UTOPIA PKY,QUEENS,NY,11439,(718) 990-6161,22603,QUEENS,36081,USA,40.72202659000004,-73.79502743899997,www.stjohns.edu/
GEISINGER COMMONWEALTH SCHOOL OF MEDICINE,525 PINE ST,SCRANTON,PA,18509,(570) 504-7000,810,LACKAWANNA,42069,USA,41.40766086100007,-75.66369904299995,https://www.geisinger.edu/education
VERITAS BAPTIST COLLEGE,"181 US 50 E., SUITE 204",GREENDALE,IN,47025,(812) 221-1714,257,DEARBORN,18029,USA,39.145724,-84.825713,www.vbc.edu/
MERRYFIELD SCHOOL OF PET GROOMING,5040 NORTHEAST 13 AVENUE,OAKLAND PARK,FL,33334,(954) 771-4030,102,BROWARD,12011,USA,26.190346610000063,-80.12993965399994,https://www.merryfield.edu/
TECHNICAL COLLEGE OF THE LOWCOUNTRY,921 RIBAUT ROAD,BEAUFORT,SC,29901,(800) 768-8252,2354,BEAUFORT,45013,USA,32.42019668700004,-80.68946805199994,www.tcl.edu/
MITCHELL TECHNICAL COLLEGE,1800 E. SPRUCE STREET,MITCHELL,SD,57301,(605) 995-3025,1281,DAVISON,46035,USA,43.688863,-98.002474,https://www.mitchelltech.edu/
ANGELO STATE UNIVERSITY,2601 W. AVENUE N,SAN ANGELO,TX,76909,(325) 942-2555,11732,TOM GREEN,48451,USA,31.441097643000035,-100.46640977599998,www.angelo.edu/
SAN JOAQUIN VALLEY COLLEGE-CENTRAL ADMINISTRATIVE OFFICE,3828 W. CALDWELL AVE.,VISALIA,CA,93277,(559) 734-9000,64,TULARE,06107,USA,36.298940017000064,-119.33335979499998,www.sjvc.edu/
DETROIT BUSINESS INSTITUTE-DOWNRIVER,19100 FORT ST,RIVERVIEW,MI,48193,(734) 479-0660,98,WAYNE,26163,USA,42.16963734500007,-83.18982021399995,www.dbidownriver.edu/
CLARK ATLANTA UNIVERSITY,"223 JAMES P BRAWLEY DRIVE, SW",ATLANTA,GA,30314,(404) 880-8000,4465,FULTON,13121,USA,33.74843887500003,-84.41386496299998,www.cau.edu/
CLOVER PARK TECHNICAL COLLEGE,4500 STEILACOOM BLVD SW,LAKEWOOD,WA,98499,(253) 589-5800,3909,PIERCE,53053,USA,47.17608355200008,-122.497873218,www.cptc.edu/
ASBURY UNIVERSITY,1 MACKLEM DR,WILMORE,KY,40390,(859) 858-3511,2175,JESSAMINE,21113,USA,37.86287180900007,-84.66276312899998,www.asbury.edu/
SAINT LEO UNIVERSITY,33701 STATE ROAD 52,SAINT LEO,FL,33574,(352) 588-8200,11331,PASCO,12101,USA,28.336783138000044,-82.25779382499996,www.saintleo.edu/
SAINT JOHNS UNIVERSITY,2850 ABBEY PLAZA,COLLEGEVILLE,MN,56321,(320) 363-2011,2134,STEARNS,27145,USA,45.581357,-94.39192,https://csbsju.edu/
NEBRASKA INDIAN COMMUNITY COLLEGE,1111 HWY 75,MACY,NE,68039,(402) 494-2311,297,THURSTON,31173,USA,42.114561,-96.351705,www.thenicc.edu/
EASTERN WEST VIRGINIA COMMUNITY AND TECHNICAL COLLEGE,316 EASTERN DRIVE,MOOREFIELD,WV,26836,(304) 434-8000,471,HARDY,54031,USA,39.07553374300005,-78.93250292399995,www.easternwv.edu/
NATIONAL UNIVERSITY OF NATURAL MEDICINE,49 S PORTER ST.,PORTLAND,OR,97201,(503) 552-1555,682,MULTNOMAH,41051,USA,45.501930720000075,-122.67659950999996,www.nunm.edu/
TRICOCI UNIVERSITY OF BEAUTY CULTURE LLC-BLOOMINGTON,1681 N. COLLEGE AVE,BLOOMINGTON,IN,47404,(630) 528-3330,108,MONROE,18105,USA,39.1756421000001,-86.53380194599998,www.tricociuniversity.edu/
YESHIVAS NOVOMINSK,1690 60TH STREET,BROOKLYN,NY,11204,(718) 438-2727,181,KINGS,36047,USA,40.623354832000075,-73.98990575399995,https://yeshivasnovominsk.com/
CUNY BROOKLYN COLLEGE,2900 BEDFORD AVE,BROOKLYN,NY,11210,(718) 951-5000,20147,KINGS,36047,USA,40.631911659000025,-73.9531199,www.brooklyn.cuny.edu/
PINNACLE INSTITUTE OF COSMETOLOGY,461-C EAST PLAZA DRIVE,MOORESVILLE,NC,28115,(704) 235-0185,73,IREDELL,37097,USA,35.59689382800008,-80.81642644699997,pinnacleinstitute.edu/
INDIANA STATE UNIVERSITY,210 N 7TH ST,TERRE HAUTE,IN,47809,(812) 237-6311,12614,VIGO,18167,USA,39.46907264200007,-87.40784642799997,https://www.indstate.edu/
CALIFORNIA CAREER SCHOOL,1100 TECHNOLOGY CIR,ANAHEIM,CA,92805,(714) 635-6585 EXT 212,79,ORANGE,06059,USA,33.819546640000056,-117.90621912499995,www.californiacareerschool.edu
GRACE COLLEGE AND THEOLOGICAL SEMINARY,200 SEMINARY DR,WINONA LAKE,IN,46590,(574) 372-5100,2208,KOSCIUSKO,18085,USA,41.226744428000075,-85.81271573999999,www.grace.edu/
CENTRAL CHRISTIAN COLLEGE OF KANSAS,1200 S MAIN,MCPHERSON,KS,67460,(620) 241-0723 EXT 331,758,MCPHERSON,20113,USA,38.35890949000003,-97.66732519099997,https://www.centralchristian.edu/
NIAGARA UNIVERSITY,LEWISTON ROAD,NIAGARA UNIVERSITY,NY,14109,(716) 285-1212,4324,NIAGARA,36063,USA,43.137279,-79.036689,www.niagara.edu/
EXCELSIOR COLLEGE,7 COLUMBIA CIR,ALBANY,NY,12203,(518) 464-8500,23067,ALBANY,36001,USA,42.70548195600003,-73.86302492299995,www.excelsior.edu/
FORTIS COLLEGE-FOLEY,200 EAST LAUREL AVENUE,FOLEY,AL,36535,(251) 970-1460,101,BALDWIN,01003,USA,30.416283228000054,-87.68325107899994,www.fortis.edu/
NASHVILLE STATE COMMUNITY COLLEGE,120 WHITE BRIDGE RD,NASHVILLE,TN,37209,(615) 353-3333,7675,DAVIDSON,47037,USA,36.13545323200003,-86.85672251799997,www.nscc.edu/
SAINT MARTIN'S UNIVERSITY,5000 ABBEY WAY SE,LACEY,WA,98503,(360) 491-4700,2014,THURSTON,53067,USA,47.04019134600003,-122.81501290299997,https://www.stmartin.edu/
WEST VIRGINIA JUNIOR COLLEGE-UNITED CAREER INSTITUTE,MOUNT BRADDOCK ROAD,MOUNT BRADDOCK,PA,15465,(724) 437-4600,90,FAYETTE,42051,USA,39.945486,-79.645935,www.piht.edu/
EMPIRE BEAUTY SCHOOL-THORNTON,3811 E 120TH AVE,THORNTON,CO,80233,(800) 920-4593,101,ADAMS,08001,USA,39.91486271300005,-104.94353337699994,www.empire.edu/
NORTHWESTERN UNIVERSITY,633 CLARK ST,EVANSTON,IL,60208,(847) 491-3741,33041,COOK,17031,USA,42.058377171000075,-87.67365284099998,www.northwestern.edu/
LA JAMES COLLEGE OF HAIRSTYLING AND COSMETOLOGY,24 SECOND ST NE,MASON CITY,IA,50401,(641) 424-2161,62,CERRO GORDO,19033,USA,43.15375043900008,-93.20018656799994,www.lajames.edu/
CARRINGTON COLLEGE-PHOENIX NORTH,2149 W DUNLAP AVENUE,PHOENIX,AZ,85051,(602) 393-5900,1061,MARICOPA,04013,USA,33.56168926700008,-112.11610475399999,https://carrington.edu/
ATLANTA TECHNICAL COLLEGE,1560 METROPOLITAN PKWY SW,ATLANTA,GA,30310,(404) 225-4400,3491,FULTON,13121,USA,33.71200949100006,-84.40499505199995,https://www.atlantatech.edu/
FORT HAYS STATE UNIVERSITY,600 PARK ST,HAYS,KS,67601,(785) 628-4000,16425,ELLIS,20051,USA,38.87243625000008,-99.34049309899996,www.fhsu.edu/
ALVERNIA UNIVERSITY,400 SAINT BERNARDINE ST,READING,PA,19607,(610) 796-8200,2984,BERKS,42011,USA,40.31002836300007,-75.93675407899997,https://www.alvernia.edu/
SAN DIEGO MESA COLLEGE,7250 MESA COLLEGE DR,SAN DIEGO,CA,92111,(619) 388-2600,21616,SAN DIEGO,06073,USA,32.804804671000056,-117.16902254399997,www.sdmesa.edu/
ACADEMY OF NATURAL THERAPY INC,625 8TH AVE,GREELEY,CO,80631,(970) 352-1181,73,WELD,08123,USA,40.426281,-104.691,www.natural-therapy.com/
MAINE COLLEGE OF ART,522 CONGRESS ST.,PORTLAND,ME,04101,(207) 669-5521,621,CUMBERLAND,23005,USA,43.65574335400004,-70.26101456599997,www.meca.edu/
HILLSDALE BEAUTY COLLEGE,64 WALDRON ST,HILLSDALE,MI,49242,(517) 437-4670,24,HILLSDALE,26059,USA,41.91872986900006,-84.63143900999995,www.hillsdalebeautycollege.com/
FERRIS STATE UNIVERSITY,1201 S STATE ST,BIG RAPIDS,MI,49307,(231) 591-2000,12733,MECOSTA,26107,USA,43.68763170500006,-85.48173748299996,www.ferris.edu/
STATE TECHNICAL COLLEGE OF MISSOURI,ONE TECHNOLOGY DRIVE,LINN,MO,65051,(573) 897-5000,1997,OSAGE,29151,USA,38.46888725700006,-91.81150610599997,https://www.statetechmo.edu/
ALBANY LAW SCHOOL,80 NEW SCOTLAND AVENUE,ALBANY,NY,12208,(518) 445-2311,711,ALBANY,36001,USA,42.65136879100004,-73.77716385099995,www.albanylaw.edu/
FLORIDA SOUTHERN COLLEGE,111 LAKE HOLLINGSWORTH DR,LAKELAND,FL,33801,(863) 680-4111,4169,POLK,12105,USA,28.031675648000032,-81.94590324699999,www.flsouthern.edu/
GUPTON JONES COLLEGE OF FUNERAL SERVICE,5141 SNAPFINGER WOODS DR,DECATUR,GA,30035,(770) 593-2257,280,DEKALB,13089,USA,33.71070914300003,-84.17977468999999,www.gupton-jones.edu/
CAPRI BEAUTY COLLEGE,15815 S ROB ROY DR,OAK FOREST,IL,60452,(708) 687-3020 EXT 210,58,COOK,17031,USA,41.60386321000004,-87.77156660099996,capri.edu/
TAYLOR INSTITUTE OF COSMETOLOGY II,320 E CULVER RD,KNOX,IN,46534,(574) 772-5500,52,STARKE,18149,USA,41.28771171500006,-86.61815838199999,www.kbc.edu/
NEW BRUNSWICK THEOLOGICAL SEMINARY,35 SEMINARY PLACE,NEW BRUNSWICK,NJ,08901,(732) 247-5241,182,MIDDLESEX,34023,USA,40.50240781000008,-74.44700395399997,www.nbts.edu/
WILLIAM JEWELL COLLEGE,500 COLLEGE HILL,LIBERTY,MO,64068,(816) 415-5979,1012,CLAY,29047,USA,39.24903550600004,-94.41147044199994,https://www.jewell.edu/
OKLAHOMA TECHNICAL COLLEGE,4444 SOUTH SHERIDAN,TULSA,OK,74145,(918) 610-0027,312,TULSA,40143,USA,36.09868517100006,-95.90589764299995,www.oklahomatechnicalcollege.com/
UNIVERSITY OF WISCONSIN-PARKSIDE FLEX,900 WOOD RD,KENOSHA,WI,53141,(877) 895-3276,145,KENOSHA,55059,USA,42.64251474300005,-87.85638541199995,https://flex.wisconsin.edu/
URBAN BARBER COLLEGE,1809 WILLOW PASS RD,CONCORD,CA,94520,(925) 671-0121,171,CONTRA COSTA,06013,USA,37.97504226600006,-122.03916043199996,urbanbarbercollege.com/
CENTRAL PENNSYLVANIA DIESEL INSTITUTE,1718 OLD TRAIL ROAD,LIVERPOOL,PA,17045,(717) 444-3134,17,PERRY,42099,USA,40.551071,-76.990343,www.cpdiesel.com/
HOUSTON BARBER SCHOOL,313 RANKIN ROAD,HOUSTON,TX,77073,(281) 821-0681,180,HARRIS,48201,USA,29.966414,-95.415514,www.htxbarberschool.com/
ARIZONA STATE UNIVERSITY - WASHINGTON CENTER,1801 I STREET NORTH WEST,WASHINGTON,DC,20006,NOT AVAILABLE,-999,DISTRICT OF COLUMBIA,11001,USA,38.90104651200005,-77.0419433,NOT AVAILABLE
HUSSIAN COLLEGE-LOS ANGELES,1201 W. 5TH STREET,LOS ANGELES,CA,90017,(717) 380-1385,329,LOS ANGELES,06037,USA,34.05460425100006,-118.26009565699997,relativityschool.org/
UEI COLLEGE-BAKERSFIELD,3737 ROSEDALE HIGHWAY,BAKERSFIELD,CA,93308,(661) 427-4300,1287,KERN,06029,USA,35.38154493400003,-119.04940696099999,https://www.uei.edu/
UNIVERSAL HEALTHCARE CAREERS COLLEGE,"1625 WEST OLYMPIC BOULEVARD, SUITE 708",LOS ANGELES,CA,90015,(213) 384-0900,187,LOS ANGELES,06037,USA,34.049928554000076,-118.27451401799999,www.uhcc.edu/
DOLCE LLC THE ACADEMY,91 SCHRAFFTS DRIVE SUITE 7,WATERBURY,CT,06705,(203) 528-3550,46,NEW HAVEN,09009,USA,41.54292589200003,-73.00015510799994,www.dolceacademy.edu/
UNIVERSITY OF ARIZONA-SIERRA VISTA,1140 NORTH COLOMBO AVENUE,SIERRA VISTA,AZ,85635,(520) 458-8278,487,COCHISE,04003,USA,31.56679855300007,-110.24572946899997,https://azcast.arizona.edu/
SOUTHERN REGIONAL TECHNICAL COLLEGE,15689 US HWY 19 NORTH,THOMASVILLE,GA,31792,(229) 225-4096,4668,THOMAS,13275,USA,30.863066828000058,-83.95101669799999,southernregional.edu/
NATIONAL PERSONAL TRAINING INSTITUTE-TAMPA,8411 SUNSTATE STREET,TAMPA,FL,33634,(813) 374-2017,22,HILLSBOROUGH,12057,USA,28.02675,-82.528321,nptiflorida.edu/npti-tampa/
HUNTINGTON UNIVERSITY OF HEALTH SCIENCES,118 LEGACY VIEW WAY,KNOXVILLE,TN,37918,(865) 524-8079,175,KNOX,47093,USA,36.02756,-83.993258,https://www.huhs.edu/
GALVESTON COLLEGE,4015 AVE Q,GALVESTON,TX,77550,(409) 944-1220,2323,GALVESTON,48167,USA,29.284212,-94.80854,www.gc.edu/
ROSS MEDICAL EDUCATION CENTER-MIDLAND,2600 N. SAGINAW,MIDLAND,MI,48640,(989) 633-3068,76,MIDLAND,26111,USA,43.641877,-84.258017,www.rosseducation.edu/
UNIVERSITY OF TULSA,800 SOUTH TUCKER DRIVE,TULSA,OK,74104,(918) 631-2000,5118,TULSA,40143,USA,36.15188744300008,-95.94517524299994,https://utulsa.edu/
CENTRAL PENN COLLEGE,600 VALLEY ROAD,SUMMERDALE,PA,17093,(800) 759-2727,1135,CUMBERLAND,42041,USA,40.3049,-76.934461,www.centralpenn.edu/
COVENANT SCHOOL OF NURSING AND ALLIED HEALTH,1919 FRANKFORD AVE.,LUBBOCK,TX,79407,(806) 725-8900,407,LUBBOCK,48303,USA,33.57570373800007,-101.94709912999997,covenanthealth.org/cson
RABBINICAL SEMINARY OF AMERICA,76-01 147TH ST,FLUSHING,NY,11367,(718) 268-4700,622,QUEENS,36081,USA,40.723083,-73.817159,www.rabbinical.org/
ONONDAGA SCHOOL OF THERAPEUTIC MASSAGE-ROCHESTER,302 N GOODMAN ST STE 200,ROCHESTER,NY,14607,(585) 241-0070,64,MONROE,36055,USA,43.159085696000034,-77.58478131799995,www.ostm.edu/
PLATT COLLEGE-MILLER-MOTTE TECHNICAL-AUGUSTA,621 NW FRONTAGE ROAD,AUGUSTA,GA,30907,(706) 396-8000,610,RICHMOND,13245,USA,33.49499386300005,-82.08698607299993,https://www.miller-motte.edu/campuses/augusta-career-training
SOUTHERN CALIFORNIA HEALTH INSTITUTE,5644 VINELAND AVE,NORTH HOLLYWOOD,CA,91601,(818) 980-8990 EXT 104,322,LOS ANGELES,06037,USA,34.200827,-118.526822,www.sochi.edu/
JOHNSON COLLEGE,3427 N MAIN AVE,SCRANTON,PA,18508,(570) 342-6404,593,LACKAWANNA,42069,USA,41.44977815500005,-75.64101813299999,www.johnson.edu/
TRINITY VALLEY COMMUNITY COLLEGE,100 CARDINAL DRIVE,ATHENS,TX,75751,(903) 675-6200,6188,HENDERSON,48213,USA,32.195686,-95.858058,www.tvcc.edu/
CALUMET COLLEGE OF SAINT JOSEPH,2400 NEW YORK AVE,WHITING,IN,46394,(219) 473-7770 EXT 224,858,LAKE,18089,USA,41.67121616700007,-87.49343383799999,www.ccsj.edu/
LA SALLE UNIVERSITY,1900 W OLNEY AVE,PHILADELPHIA,PA,19141,(215) 951-1000,5440,PHILADELPHIA,42101,USA,40.03867306300003,-75.15192575699996,www.lasalle.edu/
TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-ONEIDA-HUNTSVILLE,355 SCOTT HIGH DRIVE,HUNTSVILLE,TN,37756,(423) 663-4900,327,SCOTT,47151,USA,36.40817715500003,-84.52827279199994,https://www.tcatoneida.edu/
TEXAS A & M UNIVERSITY-KINGSVILLE,955 UNIVERSITY BLVD,KINGSVILLE,TX,78363,(361) 593-2111,7900,KLEBERG,48273,USA,27.525167947000057,-97.88238749799996,https://www.tamuk.edu/
NORTHERN NEW MEXICO COLLEGE,921 PASEO DE ONATE,ESPANOLA,NM,87532,(505) 747-2100,1481,RIO ARRIBA,35039,USA,36.004072680000036,-106.08439513099995,nnmc.edu/
PIONEER PACIFIC COLLEGE,4145 SW WATSON AVE. #300,BEAVERTON,OR,97005,NOT AVAILABLE,-999,WASHINGTON,41067,USA,45.32109886000006,-122.76826044399996,NOT AVAILABLE
UNIVERSITY OF HOUSTON-DOWNTOWN,1 MAIN STREET,HOUSTON,TX,77002,(713) 221-8000,16610,HARRIS,48201,USA,29.76609959700005,-95.35933794899995,www.uhd.edu/
COLUMBIA GORGE COMMUNITY COLLEGE,400 E SCENIC DR,THE DALLES,OR,97058,(541) 506-6011,970,WASCO,41065,USA,45.59072350400004,-121.19019711199996,www.cgcc.edu/
TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-MCKENZIE,16940 HIGHLAND DR,MCKENZIE,TN,38201,(731) 352-5364,137,CARROLL,47017,USA,36.13704830700004,-88.49261540799995,www.tcatmckenzie.edu/
DORSEY SCHOOL OF BUSINESS-DEARBORN,18660 FORD RD,DETROIT,MI,48228,(313) 982-3730,416,WAYNE,26163,USA,42.330595137000046,-83.21935775599997,www.dorsey.edu/
THE UNIVERSITY OF TEXAS PERMIAN BASIN,4901 E UNIVERSITY,ODESSA,TX,79762,(432) 552-2020,6536,ECTOR,48135,USA,31.889508547000048,-102.32963368499998,www.utpb.edu/
UNIVERSITY OF MAINE,168 COLLEGE AVENUE,ORONO,ME,04469,(207) 581-1865,14221,PENOBSCOT,23019,USA,44.899257,-68.669332,www.umaine.edu/
CLEVELAND INSTITUTE OF ART,11610 EUCLID AVENUE,CLEVELAND,OH,44106,(216) 421-7000,813,CUYAHOGA,39035,USA,41.510478,-81.602595,www.cia.edu/
UNIVERSITY OF MARYLAND-COLLEGE PARK,NOT AVAILABLE,COLLEGE PARK,MD,20742,(301) 405-1000,50709,PRINCE GEORGE'S,24033,USA,38.988606548000064,-76.93970411799995,www.umd.edu/
UNIVERSITY OF DETROIT MERCY,4001 W MCNICHOLS RD,DETROIT,MI,48221,(313) 993-1000,6207,WAYNE,26163,USA,42.41423650400003,-83.13593243199995,https://www.udmercy.edu/
EMPIRE BEAUTY SCHOOL-TUCSON,3030 E SPEEDWAY BLVD,TUCSON,AZ,85716,(800) 920-4593,124,PIMA,04019,USA,32.23565724500003,-110.92718679899997,www.empire.edu/
UNIVERSITY OF CALIFORNIA-DAVIS,ONE SHIELDS AVENUE,DAVIS,CA,95616,(530) 752-1011,52829,YOLO,06113,USA,38.538205583000035,-121.75103000999997,ucdavis.edu/
STUDIO ACADEMY OF BEAUTY,610 N ALMA SCHOOL RD STE 38,CHANDLER,AZ,85224,(480) 857-1138,662,MARICOPA,04013,USA,33.31482422200003,-111.86030473599999,www.tsaob.com/
UPPER CAPE COD REGIONAL TECHNICAL SCHOOL,220 SANDWICH ROAD,BOURNE,MA,02532,(508) 759-7711 EXT 285,89,BARNSTABLE,25001,USA,41.74532792700006,-70.57883690499995,www.uctpracticalnursing.com/
LAKES REGION COMMUNITY COLLEGE,379 BELMONT ROAD,LACONIA,NH,03246,(603) 524-3207,832,BELKNAP,33001,USA,43.50745324700006,-71.46250070699995,www.lrcc.edu/
ROCKINGHAM COMMUNITY COLLEGE,215 WRENN MEMORIAL ROAD,WENTWORTH,NC,27375,(336) 342-4261,2264,ROCKINGHAM,37157,USA,36.388685,-79.75835,www.rockinghamcc.edu/
ADVANCE SCIENCE INTERNATIONAL COLLEGE,5190 NW 167 ST STE 200,MIAMI LAKES,FL,33014,(305) 626-6004,71,MIAMI-DADE,12086,USA,25.855597554000042,-80.30698854599996,www.asicollege.edu/
PLATT COLLEGE-STVT-CORPUS CHRISTI,2000 SOUTH PADRE ISLAND DR,CORPUS CHRISTI,TX,78416,(361) 232-5057 EXT 35821,347,NUECES,48355,USA,27.73964851100004,-97.43326914399995,https://www.stvt.edu/
ULTRASOUND MEDICAL INSTITUTE,503 ROYAL PALM BEACH BLVD,ROYAL PALM BEACH,FL,33411,(216) 688-5112,147,PALM BEACH,12099,USA,26.68295,-80.22826,www.nriinstitute.edu/
PALAU COMMUNITY COLLEGE,9TH MADALAII HAMLET,KOROR,PW,96940,(680) 488-2470,702,NOT AVAILABLE,NOT AVAILABLE,PLW,7.342913000000067,134.474043,palau.edu/
